"rpt_rec_num","Provider CCN","Hospital Name","Street Address","City","State Code","Zip Code","County","Medicare CBSA Number","Rural Versus Urban","CCN Facility Type","Provider Type","Type of Control","Fiscal Year Begin Date","Fiscal Year End Date","FTE - Employees on Payroll","Number of Interns and Residents (FTE)","Total Days Title V","Total Days Title XVIII","Total Days Title XIX","Total Days (V + XVIII + XIX + Unknown)","Number of Beds","Total Bed Days Available","Total Discharges Title V","Total Discharges Title XVIII","Total Discharges Title XIX","Total Discharges (V + XVIII + XIX + Unknown)","Number of Beds + Total for all Subproviders","Hospital Total Days Title V For Adults & Peds","Hospital Total Days Title XVIII For Adults & Peds","Hospital Total Days Title XIX For Adults & Peds","Hospital Total Days (V + XVIII + XIX + Unknown) For Adults & Peds","Hospital Number of Beds For Adults & Peds","Hospital Total Bed Days Available For Adults & Peds","Hospital Total Discharges Title V For Adults & Peds","Hospital Total Discharges Title XVIII For Adults & Peds","Hospital Total Discharges Title XIX For Adults & Peds","Hospital Total Discharges (V + XVIII + XIX + Unknown) For Adults & Peds","Cost of Charity Care","Total Bad Debt Expense","Cost of Uncompensated Care","Total Unreimbursed and Uncompensated Care","Total Salaries From Worksheet A","Overhead Non-Salary Costs","Depreciation Cost","Total Costs","Inpatient Total Charges","Outpatient Total Charges","Combined Outpatient + Inpatient Total Charges","Wage-Related Costs (Core)","Wage-Related Costs (RHC/FQHC)","Total Salaries (adjusted)","Contract Labor: Direct Patient Care","Wage Related Costs for Part - A Teaching Physicians","Wage Related Costs for Interns and Residents","Cash on Hand and in Banks","Temporary Investments","Notes Receivable","Accounts Receivable","Less: Allowances for Uncollectible Notes and Accounts Receivable","Inventory","Prepaid Expenses","Other Current Assets","Total Current Assets","Land","Land Improvements","Buildings","Leasehold Improvements","Fixed Equipment","Major Movable Equipment","Minor Equipment Depreciable","Health Information Technology Designated Assets","Total Fixed Assets","Investments","Other Assets","Total Other Assets","Total Assets","Accounts Payable","Salaries, Wages, and Fees Payable","Payroll Taxes Payable","Notes and Loans Payable (Short Term)","Deferred Income","Other Current Liabilities","Total Current Liabilities","Mortgage Payable","Notes Payable","Unsecured Loans","Other Long Term Liabilities","Total Long Term Liabilities","Total Liabilities","General Fund Balance","Total Fund Balances","Total Liabilities and Fund Balances","DRG Amounts Other Than Outlier Payments","DRG Amounts Before October 1","DRG Amounts After October 1","Outlier Payments For Discharges","Disproportionate Share Adjustment","Allowable DSH Percentage","Managed Care Simulated Payments","Total IME Payment","Inpatient Revenue","Outpatient Revenue","Total Patient Revenue","Less Contractual Allowance and Discounts on Patients' Accounts","Net Patient Revenue","Less Total Operating Expense","Net Income from Service to Patients","Total Other Income","Total Income","Total Other Expenses","Net Income","Cost To Charge Ratio","Net Revenue from Medicaid","Medicaid Charges","Net Revenue from Stand-Alone CHIP","Stand-Alone CHIP Charges"
777258,360020,SUMMA HEALTH SYSTEM,525 E. MARKET STREET,AKRON,OH,44308-,SUMMIT,10420,R,STH,1,2,01/01/2023,12/31/2023,4239.01,245.74,,23776,5375,168341,561,198977,,4738,935,33882,625,,19786,2618,134283,461,162477,,4738,935,33882,50213603,41707803,57383918,82254251,316227849,960196136,59878182,1019169765,3152483522,3132583619,6285067141,62461134,,316227849,19280520,9051,4401074,757646000,531442,,166936778,,29627637,16592102,,1075594804,46004247,38703076,868073566,1895476,75987942,360044030,,,680279600,9004428,18741391,27745819,1783620223,16043000,12150020,,,,24448599,56954619,,829197869,,63483735,892681604,949636223,833984000,833984000,1783620223,,36487194,12394188,,1916150,0.1568,119685964,9546045,3152483526,3148597476,6301081002,5222893000,1078188002,1276423986,-198235984,217704001,19468017,4,19468013,0.162157,190571720,1328601622,,
777259,360359,UH AHUJA MEDICAL CENTER,3999 RICHMOND ROAD,BEACHWOOD,OH,44122,CUYAHOGA,17460,U,STH,1,2,01/01/2023,12/31/2023,1101.91,18.53,,10954,915,37971,158,57670,,2532,189,8953,158,,10010,826,33816,138,50370,,2532,189,8953,5660391,10331333,8251795,26786363,83189344,204157368,23301738,267803516,411047036,670960894,1082007930,16107518,,83189344,14080659,,,10119,,,124698664,-78354550,6666098,263752,29500,52789658,6300000,5950773,399326903,6542,712000,111287958,,,372516089,,23341,23341,425329088,16794246,3987550,,,,9309877,30091673,,,,,,30091673,395237415,395237415,425329088,,18015678,5909289,,224297,0.0375,29091645,777203,411047036,674046922,1085093958,813595921,271498037,287346712,-15848675,8498836,-7349839,,-7349839,0.247506,14835700,134826099,,
777260,361300,PAULDING COUNTY HOSPITAL,1035 WEST WAYNE STREET,PAULDING,OH,45879-9235,PAULDING,99936,R,CAH,1,9,01/01/2023,12/31/2023,168.93,,,626,45,1250,25,9125,,109,17,233,25,,397,45,844,25,9125,,109,17,233,180189,1167977,679798,2405312,11538647,17237907,1032063,23371849,4055643,48682181,52737824,,,,,,,5640288,,,1694107,,748073,329061,,8550310,111540,383744,20074110,,1542042,12295898,,,8587637,10573486,3211869,13785355,30923302,1168056,1373609,,,,7193749,9735414,,,,16073413,16073413,25808827,5114475,5114475,30923302,,,,,,,,,4129329,55342581,59471910,30031645,29440265,28776552,663713,2184894,2848607,2136388,712219,0.443171,1106780,6390974,,
777261,361313,MORROW COUNTY HOSPITAL,651 WEST MARION ROAD,MOUNT GILEAD,OH,43338-,MORROW,18140,R,CAH,1,9,01/01/2023,12/31/2023,141.3,,,372,2,910,23,8395,,67,1,172,23,,202,2,493,20,7300,,67,1,172,456543,2705137,1559886,1559886,7785941,16926834,,22922390,3859648,51429404,55289052,,,,,,,1647525,,,4171214,-1119054,394859,357184,25280595,32400782,,980640,6751002,3066,15789360,6861067,1416935,,5356521,,871116,871116,38628419,5120249,857212,,,1730535,566566,8274562,,,,12862365,12862365,21136927,17491492,17491492,38628419,,,,,,,,,3829518,52193679,56023197,30895379,25127818,24712775,415043,4345254,4760297,,4760297,0.414592,1791928,10509639,,
777263,363035,SUMMA REHAB HOSPITAL,29 N ADAMS STREET,AKRON,OH,44304,SUMMIT,10420,U,RH,5,4,02/01/2023,01/31/2024,160.53,,,6759,198,16069,60,21900,,583,18,1321,60,,6759,198,16069,60,21900,,583,18,1321,,,,,12723907,15644552,178875,23589956,76914865,6602467,83517332,,,,,,,2595005,,,-141239,590284,132668,331966,13089886,21779356,,5207,10192269,10240,1276,1211640,,,7280480,,,,29059836,1099858,905334,117008,,,14373348,16495548,,,,-70610609,-70610609,-54115061,83174897,83174897,29059836,,,,,,,,,76914990,6602341,83517331,52873527,30643804,28368459,2275345,494420,2769765,,2769765,,,,,
777268,440058,SOUTHERN TENNESSEE MEDICAL CENTER,185 HOSPITAL ROAD,WINCHESTER,TN,37398,FRANKLIN,99944,R,STH,1,4,01/01/2023,12/31/2023,588.21,,,2583,2284,11127,128,46720,,627,,3045,198,,1977,1139,7678,118,43070,,627,,3045,2055328,9310112,3192160,5687303,51603939,66756163,2473046,69030122,200658278,420408478,621066756,6466409,,51603939,233666,,,-3320,,,14386281,,3180472,1462559,,21782829,951200,,20622132,2541535,1750206,8537287,4394659,,23011479,,7375948,7375948,52170256,3499687,4532262,958817,,,4205613,13196379,-180089591,10689870,,,-169399721,-156203342,208373598,208373598,52170256,,4420455,1221727,,169266,0.12,,,200476292,466460291,666936583,538061132,128875451,120755556,8119895,891576,9011471,,9011471,0.111148,7273860,100893454,29838,305281
777280,451395,HILL REGIONAL HOSPITAL,101 CIRCLE DRIVE,HILLSBORO,TX,76645,HILL,99945,R,CAH,1,4,01/01/2023,12/31/2023,158.9,,,1070,17,4099,25,9125,,245,8,1296,25,,912,2,3487,25,9125,,245,8,1296,2786403,2741193,3348988,3350556,10966803,24883933,2567031,31139862,46328620,110910292,157238912,,,,,,,358743,,,108084434,-100556146,583711,840909,,16939156,289750,425454,38878098,6617292,2617627,6951176,9605458,,21046217,,,375730,38361103,2300878,522984,729127,2810141,,4780485,11143615,,21401746,,,21401746,32545361,5815742,5815742,38361103,,,,,,,,,45356359,113163906,158520265,122334690,36185575,35850736,334839,819204,1154043,,1154043,0.198042,5404804,35248277,2044,18238
777282,460014,MOUNTAIN WEST MEDICAL CENTER,211 SOUTH 100 EAST,TOOELE,UT,84074,,41620,U,STH,1,4,01/01/2023,12/31/2023,266.38,,,912,211,5066,36,13140,,309,60,1715,36,,788,95,3684,32,11680,,309,60,1715,865076,15806381,4116146,4116146,20584533,44657671,2614694,55469400,54001898,216012126,270014024,3054205,,20584533,1026447,,,162991,,,28266287,-8840911,3295618,793132,8645,23685762,2757700,880065,20607002,623176,427472,7841426,1586252,,27156168,,18220286,18220286,69062216,4383136,1312728,220929,1319800,,595255,-63064255,,3821344,,,3821344,-59242911,128305127,128305127,69062216,,2029581,551769,,53692,0.0832,,,54001898,216012126,270014024,163913429,106100595,65242204,40858391,150348,41008739,3,41008736,0.205432,10910477,39261219,,
777284,460052,TIMPANOGOS REGIONAL HOSPITAL,750 WEST 800 NORTH,OREM,UT,84057-,UTAH,39340,U,STH,1,4,01/01/2023,12/31/2023,446.5,,,1199,950,16899,117,42705,,383,241,4309,117,,925,280,8576,68,24820,,383,241,4309,4883159,3498471,5459774,5548408,37376234,59185901,5187767,105727410,275006100,383909002,658915102,9982028,,37276376,96980,,,5091,1114059,,38987394,-3369078,6882083,713351,,46442702,20878970,1892536,35083996,3475841,43318859,44146434,4613790,,74637441,,3006485,3006485,124086628,5739403,3153915,1958509,227140,,473757,11552724,,756643,-259698368,3918177,-255023548,-243470824,367557452,367557452,124086628,,3405701,1381360,,168266,0.1406,5340773,,273669980,387209270,660879250,490694580,170184670,96195905,73988765,260008,74248773,-4,74248777,0.160457,15589545,67223000,,
777286,490097,SOUTHERN VIRGINIA REGIONAL MED. CTR.,214 WEAVER AVENUE,EMPORIA,VA,23847,GREENSVILLE,99949,R,STH,1,1,01/01/2023,12/31/2023,102.14,,,654,18,1575,70,25550,,159,19,469,80,,654,18,1575,63,22995,,159,19,469,648009,4522988,1116282,1116282,9644693,17756377,1223426,24529392,41696826,209011719,250708545,2358290,,9644693,47856,,,468010,,,18950396,-16930607,425699,118008,,3237328,1120000,42897,12713435,8326,1513564,4728908,433689,,15461145,,31382,31382,18729855,-359809,206019,,,,-356597,-510387,,,,23168198,23168198,22657811,-3927956,-3927956,18729855,,826275,242975,,15103,0.0565,346367,,41696826,209016778,250713604,225327044,25386560,27401068,-2014508,144362,-1870146,151682,-2021828,0.09784,3872865,67230595,,
777287,500084,EVERGREEN HEALTH MONROE,14701 179TH SE,MONROE,WA,98272-0646,SNOHOMISH,42644,U,STH,1,11,01/01/2023,12/31/2023,195.68,,,1038,77,3993,26,9490,,247,29,943,26,,1038,77,3993,26,9490,,247,29,943,660237,8332609,2783944,9547137,20712444,38695983,640859,47979520,36332669,151920614,188253283,4816703,,20854969,3500412,,,11728114,,,39559227,-27450856,911033,303282,214425,26090209,1878610,1233751,35272386,3109130,2731403,21510334,,,18653151,,7769875,7769875,52513235,3569959,3423640,,2152006,6155206,508180,15808991,,,,24319145,24319145,40128136,12385099,12385099,52513235,,1757434,553867,,23286,0.0403,,,37494161,159066687,196560848,139642807,56918041,59408427,-2490386,8485424,5995038,1200,5993838,0.254867,4775143,45271988,,
777288,501325,FORKS COMMUNITY HOSPITAL,530 BOGACHIEL WAY,FORKS,WA,98331-,CLALLAM,99950,R,CAH,1,11,01/01/2023,12/31/2023,180.52,,,791,21,1275,17,6205,,93,6,146,37,,339,17,516,17,6205,,93,6,146,,896552,614559,2358263,20468279,21353517,261564,37548124,9296593,45102070,54398663,,,,,,,4275168,,,23654118,-14335593,847555,702555,,16641762,510757,1026720,27740566,,,19082264,,,16644661,,295594,295594,33582017,658622,2249519,221650,909711,2874900,1858425,8772827,,18377689,,,18377689,27150516,6431501,6431501,33582017,,,,,,,,,8566322,58245026,66811348,32868333,33943015,41821796,-7878781,4463170,-3415611,-106590,-3309021,0.69024,2649343,6570791,,
777289,510002,GREENBRIER VALLEY MEDICAL CENTER,1320 MAPLEWOOD AVENUE,RONCEVERTE,WV,24970,GREENBRIER,99951,R,STH,1,2,01/01/2023,12/31/2023,357.25,10.95,,3095,578,10353,66,24090,,675,124,2311,66,,2307,193,7758,54,19710,,675,124,2311,286828,3121812,1141637,5446025,39245006,64461516,2909460,77605233,75016146,218052072,293068218,5231494,,39245006,10064257,,389853,10051,,,26230895,,1594539,1615305,,36226508,3899140,,73092415,41656,4781128,,,,78904879,,11707931,12852582,127983969,53870836,3467998,,,,466973,57805807,,,,85933896,85933896,143739703,-15755734,-15755734,127983969,,4289845,1162297,,192869,0.1415,3922323,621266,75437877,247099063,322536940,235533750,87003190,103706522,-16703332,947588,-15755744,-10,-15755734,0.264803,12863245,65719165,36633,265759
777301,050309,SUTTER ROSEVILLE MEDICAL CENTER,1 MEDICAL PLAZA,ROSEVILLE,CA,95661-3037,PLACER,40900,U,STH,1,2,01/01/2023,12/31/2023,2632.54,34.98,,39048,5370,117132,343,121445,,7752,876,26365,373,,34893,2839,92713,271,95165,,7752,876,26365,10741212,29972697,17747166,49662180,398677976,575680793,40740592,852721998,2356787315,1410925230,3767712545,96077934,,398892476,,,1068568,839030,,,581686914,-446665354,10952587,677503,,205595985,9592637,23408404,555239783,6331468,,122149600,13099692,,383733030,440970,20737820,21178790,610507805,25190816,3651285,,705673,,1495699,31043473,,113067269,,2789318,115856587,146900060,463607745,463607745,610507805,,93148154,30088249,,3795681,0.1232,71398845,7135634,2411684290,1477974789,3889659079,2806516078,1083143001,974358769,108784232,22051318,130835550,,130835550,0.226324,104869603,693504818,,
777303,050543,COLLEGE HOSPITAL COSTA MESA,301 VICTORIA STREET,COSTA MESA,CA,92627,ORANGE,11244,U,STH,1,4,01/01/2023,12/31/2023,398.13,,,882,30411,41345,122,44530,,78,3418,4233,122,,882,30411,41345,122,44530,,78,3418,4233,626022,492957,828125,852975,31323627,55743930,399634,53923445,99947451,6310206,106257657,5638889,,31323627,107161,,,29863383,,,8533051,-1104499,259791,718161,14808,44236767,,29134,,7024786,2928475,2955987,,,2117349,,40339679,40339679,86693795,1428999,2313690,47936,,,21446402,25237027,,,,36952979,36952979,62190006,24503789,24503789,86693795,,434779,228413,,117236,0.7071,,,99947451,6310205,106257656,6186735,100070921,87067557,13003364,2540805,15544169,,15544169,0.507478,31187504,84878726,,
777313,150018,ELKHART GENERAL HOSPITAL,600 EAST BLVD,ELKHART,IN,46514,ELKHART,21140,U,STH,1,2,01/01/2023,12/31/2023,1170.98,,,10746,1659,40830,202,73730,,2589,527,9378,214,,9279,1185,32163,171,62415,,2589,527,9378,3991828,16995169,7596828,11540842,98153771,207618845,16098858,254303974,562333392,658149521,1220482913,23121798,,98153771,4634406,,,14493000,,,86119000,-23733000,11540000,522000,,93473000,4974000,,278533000,,141455000,,,,164247000,8421000,8094000,16515000,274235000,24847000,,,4082000,,98000,29027000,,,,50160000,50160000,79187000,186627000,195048000,274235000,,23443843,6927435,,944547,0.1244,,,562333392,658149521,1220482913,881510913,338972000,305772616,33199384,11313000,44512384,-616,44513000,0.208363,34975588,186751040,,
777314,150058,MEMORIAL HOSPITAL OF SOUTH BEND  INC,615 N MICHIGAN ST,SOUTH BEND,IN,46601,ST. JOSEPH,43780,U,STH,1,2,01/01/2023,12/31/2023,2233.72,28,,18710,4427,90539,429,156585,,3684,825,19044,449,,17381,2873,71857,363,132495,,3684,825,19044,6423001,24390021,12003313,12008295,191314334,378073282,24064101,497039942,1172157065,1032717118,2204874183,46439655,,191314334,6921263,289684,489660,21531000,58395000,,283226000,-148263000,20100000,734000,43289000,289845000,27003000,,537628000,,259502000,,,,321519000,,56970000,56970000,668334000,47289000,,,5673000,,746000,53708000,,,,232188000,232188000,285896000,371605000,382438000,668334000,,31321792,10680474,,2813102,0.2679,49482126,1091303,1172157065,1032717118,2204874183,1531127457,673746726,569387616,104359110,35514032,139873142,,139873142,0.225428,137682596,452695041,53781,229656
777315,151300,COMMUNITY HOSPITAL OF BREMEN  INC.,1020 HIGH RD,BREMEN,IN,46506-,MARSHALL,99915,R,CAH,1,13,01/01/2023,12/31/2023,193,,,1079,136,2523,24,8760,,73,74,303,24,,300,136,982,24,8760,,73,74,303,108986,253391,197673,3197022,10291420,16408644,1141406,24523081,11149431,48688926,59838357,,,,,,,2767043,,,4405770,,336708,50726,99018,8486494,779000,,10083697,,5035873,,,,10326817,,1940656,1940656,20753967,1072079,,,1092853,,408229,2599690,,,,7990537,7990537,10590227,10163740,10163740,20753967,,,,,,,,,11149431,48688926,59838357,33585962,26252395,26700064,-447669,358945,-88724,,-88724,0.409822,757465,9166940,,
777317,161362,CHEROKEE REGIONAL MEDICAL CENTER,300 SIOUX VALLEY DRIVE,CHEROKEE,IA,51012,CHEROKEE,99916,R,CAH,1,2,01/01/2023,12/31/2023,209.4,,,936,4,1722,25,9125,,230,50,438,25,,806,,1411,25,9125,,230,50,438,139402,2450147,1702853,2298553,21005413,29915629,2724611,48048638,6583588,67761988,74345576,,,,,,,3158416,,421996,10263351,-3415000,1011831,1020318,,17910307,4827539,4346567,41303901,50255,,16947622,,,31458257,1768338,38085051,39853389,89221953,3269240,2939030,,,123217,655071,6986558,,,,50324,50324,7036882,81757270,82185071,89221953,,,,,,,,,6950783,73558432,80509215,31512689,48996526,53593006,-4596480,9792283,5195803,17164,5178639,0.646288,5803783,9901906,,
777320,171343,STANTON COUNTY HOSPITAL,404 NORTH CHESTNUT STREET,JOHNSON,KS,67855,STANTON,99917,R,CAH,1,9,01/01/2023,12/31/2023,44.88,,,819,,866,16,5840,,49,,63,16,,197,,208,16,5840,,49,,63,25030,33439,50353,632424,5268027,6184469,615282,11171071,3565278,5232018,8797296,,,,,,,387446,,,2479347,-275796,141282,83708,,2815987,14930,409946,14447684,,485329,3212830,,,4425482,,,,7241469,344649,428106,13,,,15541,788309,,,,3988781,3988781,4777090,2464379,2464379,7241469,,,,,,,,,3596204,5303955,8900159,-352300,9252459,11452496,-2200037,1039754,-1160283,,-1160283,1.26983,1971064,2010612,,
777321,171352,DECATUR HEALTH SYSTEMS,810 WEST COLUMBIA,OBERLIN,KS,67749,DECATUR,99917,R,CAH,1,2,01/01/2023,12/31/2023,62.51,,,508,8,648,18,6570,,41,3,89,18,,170,8,238,18,6570,,41,3,89,63098,,63098,336334,4986239,6867012,349297,10709179,1238365,9316359,10554724,,,,,,,1141801,,,1391787,,159979,52840,,3475809,,,9562,1868541,,4430041,,,2616110,,67879,67879,6159798,458493,533294,,116510,,368175,1476472,,1472348,,15827,1488175,2964647,3195151,3195151,6159798,,,,,,,,,1206365,9700082,10906447,1448347,9458100,11853251,-2395151,3136033,740882,,740882,1.014634,301947,566887,,
777322,171364,OSBORNE COUNTY MEMORIAL HOSPITAL,237 WEST HARRISON ST,OSBORNE,KS,67473,OSBORNE,99917,R,CAH,1,9,01/01/2023,12/31/2023,52.1,,,730,25,832,16,5840,,104,10,139,16,,302,25,382,16,5840,,104,10,139,16427,337070,307291,500474,4442174,5873696,738714,9282561,2627888,7982614,10610502,,,,,,,5692779,,,1714774,-436353,118554,234405,,7456806,,889499,11567335,,3273310,3328838,,,14135633,1427187,,1427187,23019626,123986,308804,,,,,442790,,,,,,442790,22576836,22576836,23019626,,,,,,,,,2623888,7986613,10610501,2263611,8346890,10315870,-1968980,2330312,361332,,361332,0.874847,393646,670779,,
777324,171368,MINNEOLA DISTRICT HOSPITAL,212 MAIN ST,MINNEOLA,KS,67865,CLARK,99917,R,CAH,1,11,01/01/2023,12/31/2023,83.19,,,846,,1132,14,5110,,101,,172,50,,309,,564,14,5110,,101,,172,47707,419240,552297,971021,9877133,11992017,860636,19245498,3557082,11855838,15412920,,,,,,,27921,,,3531633,-1216118,477533,36256,,5108997,122601,293077,10593908,,1336793,3853432,,,7625566,1322615,,1322615,14057178,1464159,1360160,,211190,,3068241,6103750,,8825241,,,8825241,14928991,-871813,-871813,14057178,,,,,,,,,3557082,15800684,19357766,2083312,17274454,21869150,-4594696,2664278,-1930418,,-1930418,1.24866,2014176,1948409,,
777325,171369,HODGEMAN COUNTY HEALTH CENTER,809 WEST BRAMLEY,JETMORE,KS,67854-0310,HODGEMAN,99917,R,CAH,1,9,01/01/2023,12/31/2023,69.83,,,699,3019,6433,25,9125,,73,,97,25,,201,,261,25,9125,,73,,97,15493,42828,30741,470602,5250059,7235078,531468,11508775,3264164,7480828,10744992,,,,,,,4406476,,,1257498,,157776,141153,,8094776,,225963,7685934,,1164427,2126837,,,4335067,,,,12429843,317120,477079,,76082,950000,,1820281,,73229,,,73229,1893510,10536333,10536333,12429843,,,,,,,,,3268594,7722216,10990810,60064,10930746,12485137,-1554391,2415536,861145,,861145,1.071083,629739,998615,,
777327,173035,CLEARSKY REHABILITIATION HOSPITAL OF,502 ROSEPORT ROAD,ELWOOD,KS,66024,DONIPHAN,41140,U,RH,5,5,04/19/2023,12/31/2023,50,,,2562,,3243,30,7710,,202,,244,30,,2562,,3243,30,7710,,202,,244,,,,,2568578,5478942,35939,8249724,7466435,,7466435,,,,,,,1789,,,1024897,148,23732,258332,,6543481,,,19729230,2608,,2487610,,,22296682,,594159,594159,29434322,238951,247527,,,,913722,11453519,,,,22254340,22254340,33707859,-4273537,-4273537,29434322,,,,,,,,,7466435,,7466435,2024904,5441531,8059556,-2618025,7517,-2610508,,-2610508,,,,,
777332,230092,W.A. FOOTE MEMORIAL HOSPITAL,205 N. EAST AVENUE,JACKSON,MI,49201,JACKSON,27100,U,STH,1,2,01/01/2023,12/31/2023,3087.13,106.04,,18728,5050,73444,357,130305,,4008,1052,16267,397,,12338,2897,50328,281,102565,,4008,1052,16267,12366783,7011449,14484971,19529738,303674577,379468198,26109905,549729032,927010222,1171043226,2098053448,47537008,,303674577,17824611,200644,1737149,45197106,,,106911334,,,,26699906,165167913,9537626,3425921,205735496,1099809,,172826094,,,189666065,378568672,65801576,444370248,799204226,36686505,,,,,112925800,149612305,,132618843,,10263067,142881910,292494215,500804524,506710011,799204226,,32132035,10799216,,1954445,0.1821,52849086,6661728,1010104826,1369615574,2379720400,1654188106,725532294,763408864,-37876570,112104752,74228182,921286,73306896,0.262019,61541618,399239422,,
777333,230144,FOREST HEALTH MEDICAL CENTER  LLC,135 SOUTH PROSPECT,YPSILANTI,MI,48198-,WASHTENAW,11460,U,STH,1,6,01/01/2023,12/31/2023,103.44,,,89,,726,24,8760,,33,,353,24,,89,,726,24,8760,,33,,353,,1078274,430258,430258,9655886,33540227,139324,43293221,22154071,85569104,107723175,1510631,,9655886,1194938,,,5018941,,,97675519,-8306374,774088,681618,152844,99305151,,,17877,3007936,5621147,,,,1142454,,,,100447605,1699477,1983493,900000,19778450,,124933,24486353,,,,,,24486353,75961252,75961252,100447605,,337618,25725,,,,,,22176920,85588691,107765611,63255199,44510412,43211660,1298752,3480433,4779185,,4779185,0.401893,,,,
777336,230301,SURGEONS CHOICE MEDICAL CENTER,22401 FOSTER WINTER DRIVE,SOUTHFIELD,MI,48075,OAKLAND,47664,U,STH,1,4,01/01/2023,12/31/2023,108.86,,,1035,,1288,45,16425,,230,,378,71,,1035,,1288,45,16425,,230,,378,,66479,23267,23267,9579434,25135266,323047,31445339,12292040,94208395,106500435,1650076,,9579434,427099,,,-451129,150000,,25842622,-16292160,897583,414884,,10564658,,,,196213,,,12875281,,1239708,,3706238,3706238,15510604,3589606,477735,9583,1293668,,2260355,7630947,,4223230,,,4223230,11854177,3656427,3656427,15510604,,,2397071,,,,,,12292595,95641595,107934190,72239855,35694335,34714700,979635,1632281,2611916,,2611916,0.29526,,,,
777347,260191,BARNES JEWISH ST. PETERS HOSPITAL,10 HOSPITAL DRIVE,ST. PETERS,MO,63376,ST. CHARLES,41180,U,STH,1,2,01/01/2023,12/31/2023,646.38,1,,9303,841,29561,110,40150,,1937,159,6860,110,,8508,725,26575,94,34310,,1937,159,6860,3747468,8128884,5536102,6633304,57679585,133631729,4118019,168864851,290002765,493149621,783152386,14768499,,57797585,8078719,,,438910,,,64649890,-39127058,,,3778898,29740640,9299830,4400705,116443389,,24555269,69276143,,,62708219,,1981724,1981724,94430583,1686237,4784232,,,,715284,12763550,,,,1306969,1306969,14070519,80360064,80360064,94430583,,14343501,5008008,,,,24662332,127256,290002765,501260086,791262851,594280679,196982172,191311314,5670858,5793196,11464054,8984715,2479339,0.215622,8098494,42647299,,
777348,261315,PARKLAND HLTH CTR - BONNE TERRE,7245 RAIDER ROAD,BONNE TERRE,MO,63628,ST FRANCOIS,99926,R,CAH,1,2,01/01/2023,12/31/2023,39.51,,,4,,28,3,1095,,2,,10,3,,4,,28,3,1095,,2,,10,1247102,731789,1387940,1387940,3508732,2346682,240904,7316634,2660179,43346990,46007169,,,,,,,-173419,,,51670642,-33851935,,,2694508,20339796,2330402,1094431,60160190,,1184271,39013328,,,32136415,,10562329,10562329,63038540,984266,5519418,,,,82473,8818477,,,,1235881,1235881,10054358,52984182,52984182,63038540,,,,,,,,,2660179,43346990,46007169,35943203,10063966,5663032,4400934,19536,4420470,,4420470,0.159032,2914339,14180873,,
777349,262015,LANDMARK HOSPITAL OF CAPE GIRARDEAU,355 INDEPENDENCE STREET,CAPE GIRARDEAU,MO,63701,CAPE GIRARDEAU,16020,U,LTCH,2,5,01/01/2023,12/31/2023,54,,,2742,1165,6598,30,10950,,118,58,274,30,,2742,1165,6598,30,10950,,118,58,274,,,,,3987188,9242696,97724,11614209,35621204,,35621204,,,3987188,,,,770354,,,4021240,,61465,43591,,4896650,,,,16190,1272344,1080648,,,485096,,,7878,5389624,3663455,238843,7507,,,-11056903,-7147098,,2429334,,,2429334,-4717764,10107388,10107388,5389624,,,,,,,,,36969249,,36969249,25080594,11888655,13229884,-1341229,111296,-1229933,20482,-1250415,,,,,
777350,262020,LANDMARK HOSPITAL OF COLUMBIA  LLC,604 OLD HIGHWAY 63 NORTH,COLUMBIA,MO,65201,BOONE,17860,U,LTCH,2,5,01/01/2023,12/31/2023,66,,,3309,2168,8124,23,8395,,148,73,324,23,,3309,2168,8124,23,8395,,148,73,324,,,,,5954282,12464600,225620,16346512,40330720,,40330720,,,5954282,,,,67296,,,5722547,,67985,35422,,5893250,134423,,,419907,902121,1883995,,,1222728,,,6537,7122515,2936568,333907,-39436,,,7783561,11014600,,4017625,,,4017625,15032225,-7909710,-7909710,7122515,,,,,,,,,43104852,,43104852,25685169,17419683,18418882,-999199,153629,-845570,824,-846394,,,,,
777352,280032,MARY LANNING MEMORIAL HOSPITAL ASSOC,715 NORTH ST. JOSEPH AVENUE,HASTINGS,NE,68901,ADAMS,99928,R,STH,1,2,01/01/2023,12/31/2023,886.31,,,4493,1155,14144,106,38690,,879,8,5094,132,,3739,1,9792,96,35040,,879,8,5094,1729393,1485602,2232974,9432970,85713336,141046834,9371291,167359719,135551600,358790217,494341817,22246238,,85713336,,,,9603452,,,66591841,-43532435,6222402,2799994,,44041763,,,253250428,,,,,,100388309,37685352,67110493,104795845,249225917,10233006,10523102,5423964,15175866,2885865,3039773,47281576,,,,39199084,39199084,86480660,162745257,162745257,249225917,,6287080,2246286,,156587,0.0734,2964419,,135543918,409746419,545290337,335118024,210172313,226760170,-16587857,22717023,6129166,,6129166,0.338551,14722981,66167443,,
